date,state,a_little_concerned,extremely_concerned,moderately_concerned,not_concerned_at_all,unsure,ci_low_a_little_concerned,ci_low_extremely_concerned,ci_low_moderately_concerned,ci_low_not_concerned_at_all,ci_low_unsure,ci_high_a_little_concerned,ci_high_extremely_concerned,ci_high_moderately_concerned,ci_high_not_concerned_at_all,ci_high_unsure
2020-02-25,Alabama,0.339437068247513,0.152381069031404,0.22666699328793302,0.274729312625545,0.006785556807603001,0.219697712018029,0.089786144725883,0.136972710793199,0.170967860467395,0.003331536916368,0.48007201998922105,0.234738621331634,0.34050267012885205,0.39457890353240904,0.012064573024349
2020-02-26,Alabama,0.335915682720101,0.152381069031404,0.22492773504482802,0.28000220469354703,0.006773308510117,0.21756038410660902,0.090472049385135,0.13723604918916202,0.17488731566312202,0.0033437852138550003,0.47529518396942805,0.23314634265837003,0.33523590220959204,0.397824702366371,0.012003331536916
2020-02-27,Alabama,0.33239838568427704,0.152380135832787,0.22319323408190303,0.285273349705124,0.006754894695907,0.21542786103166703,0.09115739578293701,0.137492421412342,0.178805675826295,0.0033560129586190004,0.470515466442932,0.23155264592226002,0.32996711352265,0.40112928611235205,0.011880775802411
2020-02-28,Alabama,0.32887702172222205,0.152380135832787,0.22145398649021003,0.290546209481349,0.006742646473430001,0.213290546209481,0.09184329624163201,0.13775575819559102,0.182725107018843,0.003368261181096,0.46573865967701406,0.22996037700028701,0.324761618970047,0.404436306181065,0.011758293577644002
2020-02-29,Alabama,0.33260048135514303,0.15410101109076502,0.22300338663351402,0.283558598558384,0.006736522362192,0.216965012952495,0.094427671184219,0.13969710145815,0.17985289884805403,0.0033866335148110003,0.466044865238932,0.231491404809877,0.325986441217718,0.39439276375016,0.01169705246526
2020-03-01,Alabama,0.336326000685904,0.155822840625153,0.224554161971485,0.276566557248542,0.006730439468913001,0.220640830924501,0.097006516094262,0.14164543628435602,0.176987898682083,0.003405026701288,0.46635392680417403,0.23302385968350403,0.327213267355837,0.38435157513105606,0.011635882612316
2020-03-02,Alabama,0.34039647496157105,0.15375806086141702,0.2292438559854,0.26991407871932505,0.006687529472285,0.223530060200013,0.096154670553435,0.14608454947975602,0.174359571067248,0.003411129959764,0.470882913117233,0.22898051920215,0.33253924024275905,0.37626539448462504,0.011574570240493002
2020-03-03,Alabama,0.34447513304631605,0.15169423537409102,0.233934925193981,0.263257169803232,0.006638536582378,0.22642676481575602,0.095303419091304,0.150524530127565,0.17173845145723202,0.003417254071002,0.47547599654600103,0.224877364672451,0.33786721702013,0.36818156764999405,0.011452088015726001
2020-03-04,Alabama,0.34042097140652405,0.15263734850479801,0.23267335827887903,0.26766040578361,0.0066079160261860006,0.22612668336507602,0.096944680903183,0.15037142734660602,0.17636215544219103,0.0034233781822410004,0.46867823307142503,0.22493860578483502,0.333947785827581,0.37301961552829604,0.011329605790959001
2020-03-05,Alabama,0.33636274557836404,0.153581402185096,0.23141320856400902,0.27207143207094203,0.006571211601587,0.22583410905884002,0.09858654647004,0.150219244525011,0.18098696781147403,0.003423399147518,0.46194453970898003,0.22500122482974802,0.330030375777766,0.377798735975699,0.011207192200284
2020-03-06,Alabama,0.32381850583934,0.15822866206541703,0.230499298789263,0.28087623783598403,0.006577295469994001,0.215709570148632,0.10229715412550701,0.150824611578244,0.18766114067695902,0.003417254071002,0.447427567074328,0.22898051920215,0.327639951252074,0.38588024912884505,0.011207123566192
2020-03-07,Alabama,0.311276326023185,0.16287686249533,0.22958068210350902,0.28968270979674005,0.006583419581233,0.20558029016039,0.10601448964718901,0.15143089859084202,0.194336421926767,0.003411129959764,0.432913423439423,0.233022432619466,0.32519030675673105,0.393902834851092,0.011145882453808001
2020-03-08,Alabama,0.297988829552692,0.168065013963059,0.239392974376561,0.287975846357356,0.0065773357503300005,0.195262358532164,0.109867228455244,0.15876855617069202,0.19328425848807002,0.0034172749987750003,0.41754446131987605,0.238841800989662,0.33891039145558705,0.393047866346577,0.011145950712850001
2020-03-09,Alabama,0.284697683248718,0.17325110693310602,0.249208458622442,0.28627157983697604,0.006571171358756,0.18494203528712802,0.11372474569628001,0.166098145006705,0.192229727660773,0.0034233781822410004,0.40210914391049,0.24471948508472702,0.35262632510456904,0.39218808370435204,0.011145882453808001
2020-03-10,Alabama,0.275389034166416,0.1821433164512,0.257071817452492,0.27885528112732605,0.0065405508025640005,0.17777682513825102,0.120204055386462,0.17029928531621802,0.186019878865079,0.003435626404718,0.39053457366999605,0.255865367538536,0.36340476088407603,0.384226739094488,0.011084641341425
2020-03-11,Alabama,0.266080385084114,0.191029401858055,0.26494130039378,0.271438982417676,0.006509930246372001,0.170605490878136,0.12668336507664302,0.174500425625731,0.17980390595814702,0.003441750515956,0.37889876231711805,0.26701124999234405,0.37424443777596705,0.376326635597009,0.010962159116658
2020-03-12,Alabama,0.259876660399659,0.206560147958527,0.269185309481961,0.257874076024716,0.006503806135134,0.1673107190319,0.138380417541904,0.17790543147425703,0.16956439196761502,0.003435626404718,0.36995755990911805,0.28703709374177,0.37681656449607703,0.359362847466761,0.011023400229041
2020-03-13,Alabama,0.253674489245994,0.22209225417666903,0.27343099309196,0.244310665817451,0.006491597667924001,0.16401695164372102,0.15007838910391402,0.18131767184361303,0.159325853706334,0.0034295232962610004,0.36101856841898905,0.307126059477732,0.37945225613639705,0.34233991475184905,0.011023467737984
2020-03-14,Alabama,0.254248602171609,0.238772973072282,0.27544415116756105,0.225110080899509,0.006424192689036001,0.16508154254113802,0.162723759714371,0.183117050138098,0.144326929554348,0.003411129959764,0.360771393051583,0.32757871013969003,0.38434922131925603,0.320291017766046,0.010900918004274
2020-03-15,Alabama,0.254830392739253,0.255448927974327,0.277458983764981,0.205904868056023,0.0063568274654140005,0.16615326200785102,0.175363925310339,0.184923662953413,0.12932285702037402,0.003392757626049,0.36052642860204903,0.348033241675801,0.38930975142232405,0.29818297619557904,0.010839676891891002
2020-03-16,Alabama,0.25276199108323905,0.269033854294253,0.285152613786683,0.18679878496888902,0.006252755866934001,0.165982803390328,0.18548821713781702,0.19015481848023102,0.11496864435843401,0.0033437852138550003,0.35930380677085805,0.36536671402675003,0.39819215129097,0.275219244525011,0.010656018813384
2020-03-17,Alabama,0.25069815295673903,0.282611092058203,0.292844544608299,0.167697565038459,0.006148645338297,0.165811327225515,0.19561143501053302,0.19539096565577302,0.100613639704081,0.003294792023908,0.35807897702219305,0.38275929645779205,0.40713340845622403,0.25219244525011003,0.010472294351085001
2020-03-18,Alabama,0.245131301749056,0.29964234971338904,0.29060310616824203,0.15857258341090502,0.006050658958404001,0.16036083484395602,0.20926216255940402,0.19224927735044803,0.09467321542305601,0.0032457988339620004,0.35219979422860204,0.40364264367252906,0.406704718044191,0.239454215863994,0.010288569888785001
2020-03-19,Alabama,0.23955685931079201,0.316677792135416,0.288359901769255,0.149452810660852,0.005952636123682,0.15490939377422802,0.22291152496493902,0.18910030681797302,0.08873224773254701,0.0031967860664220004,0.346257249416678,0.42446214993049103,0.406273539552572,0.22671459804395802,0.010166024655671001
2020-03-20,Alabama,0.23477680403216403,0.32960370390784305,0.29168274265556904,0.138137145026854,0.005799604377568,0.150403890083105,0.23226588767017503,0.190498937453685,0.081329193383429,0.0031049624281170004,0.33946364376833404,0.44149258667254504,0.40897315769167103,0.211039458132,0.009921181722978002
2020-03-21,Alabama,0.229990997556479,0.342527665672519,0.29500456246287204,0.126824219635125,0.005652554673003,0.14588857792012902,0.24161456068688003,0.191892901542663,0.07393027086944001,0.0030130627292710003,0.332661722467526,0.45845096730337,0.41166275744232605,0.19529790739118902,0.009737336868986
2020-03-22,Alabama,0.230416383423052,0.344265005787356,0.302063238347204,0.117719108073514,0.0055362643688710005,0.14581687458278902,0.24425704434523202,0.19661699951618902,0.068033585037388,0.002945733585649,0.33376815055699405,0.46237606178079005,0.42158898136410106,0.18311316883769002,0.009492488685565001
