president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,6/18/2020,7/4/2017,7/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12608338,0,45,55,39.568608,56.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49942,78484,7/7/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/3/2017,7/7/2017,Ipsos,B-,1563,a,.09743228,0,39.2,57.1,40.198861,55.806357,"",T,http://polling.reuters.com/#poll/CP3_2/,49956,78511,7/11/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/3/2017,7/6/2017,Gallup,B,1500,a,.25210504,0,37,57,37.72415,55.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49943,78485,7/7/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/5/2017,7/7/2017,Gallup,B,1500,a,.16807002,0,38,56,38.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49947,78494,7/8/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/4/2017,7/8/2017,Ipsos,B-,1581,a,.09709608,0,39.8,56.3,40.798861,55.006357,"",T,http://polling.reuters.com/#poll/CP3_2/,49955,78510,7/11/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/5/2017,7/6/2017,Winston Group,B/C,1000,rv,1.2180789,0,41,50,41.325132,51.531428,"","",https://www.winningtheissues.org/wp-content/uploads/2017/07/Winning-the-Issues-July-2017-Survey-WEB.pdf,66567,124057,5/29/2020,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/5/2017,7/9/2017,Ipsos,B-,1568,a,.0948322,0,39.3,56.9,40.298861,55.606357,"",T,http://polling.reuters.com/#poll/CP3_2/,49954,78509,7/11/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/5/2017,7/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0753723,0,45,55,39.568608,56.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49949,78496,7/10/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/6/2017,7/8/2017,Gallup,B,1500,a,.16807002,0,39,56,39.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49948,78495,7/9/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/6/2017,7/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22423789,0,45,55,39.568608,56.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49951,78498,7/11/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/6/2017,7/10/2017,Ipsos,B-,1560,a,.09286336,0,39.6,56.8,40.598861,55.506357,"",T,http://polling.reuters.com/#poll/CP3_2/,49953,78508,7/11/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/7/2017,7/9/2017,Gallup,B,1500,a,.16807002,0,39,56,39.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49950,78497,7/10/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/7/2017,7/9/2017,Morning Consult,B/C,2191,a,.5895841,0,45,49,44.053321,50.014109,"","",https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_BRANDS_MEALKIT_v1_AP.pdf,49960,92588,1/9/2019,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/5/2017,7/10/2017,Kaiser Family Foundation,"",1208,a,1.810309,0,38,57,38.756503,55.348388,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking%20Poll%E2%80%93July-2017-Whats-Next-for-Republican-ACA-Repeal-and-Replacement-Plan-Efforts,49968,78530,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/7/2017,7/11/2017,Ipsos,B-,1534,a,.08983195,0,39.9,56.2,40.898861,54.906357,"",T,http://polling.reuters.com/#poll/CP3_2/,49967,78526,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/6/2017,7/11/2017,icitizen,"",1827,a,.56252879,0,33,66,34.782022,60.104836,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50967,80608,2/28/2018,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/8/2017,7/10/2017,Gallup,B,1500,a,.16807002,0,40,55,40.72415,53.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49952,78499,7/11/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/9/2017,7/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12388479,0,45,55,39.568608,56.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49957,78512,7/12/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/7/2017,7/13/2017,SurveyMonkey,D-,16514,a,.33078183,0,42,56,39.475655,55.126953,"","",https://drive.google.com/file/d/0BztOs71zt1WpVkoxLTQ4T0doU0E/view,49970,78532,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/8/2017,7/12/2017,Selzer & Co.,A+,1001,a,2.1419854,0,40,56,39.871268,57.770159,"","",https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r_gKveTVWIpc/v0,49974,78538,7/17/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/8/2017,7/12/2017,Ipsos,B-,1548,a,.08913317,0,40.8,55.5,41.798861,54.206357,"",T,http://polling.reuters.com/#poll/CP3_2/,49966,78525,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/9/2017,7/11/2017,YouGov,B,1500,a,.78644468,0,37,52,37.874327,54.14099,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,49958,78514,7/12/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/9/2017,7/11/2017,Gallup,B,1500,a,.16807002,0,40,55,40.72415,53.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49962,78518,7/12/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/10/2017,7/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12409002,0,44,56,38.568608,57.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49963,78519,7/13/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/9/2017,7/13/2017,Ipsos,B-,1565,a,.08860359,0,40.6,56,41.598861,54.706357,"",T,http://polling.reuters.com/#poll/CP3_2/,49965,78524,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/10/2017,7/13/2017,Gallup,B,1500,a,.12496167,0,39,55,39.72415,53.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49969,78531,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/10/2017,7/14/2017,Ipsos,B-,1544,a,.0859726,0,41.5,55.2,42.498861,53.906357,"",T,http://polling.reuters.com/#poll/CP3_2/,49984,78554,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/11/2017,7/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12405116,0,43,57,37.568608,58.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49964,78520,7/14/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/10/2017,7/13/2017,ABC News/The Washington Post,A+,1001,a,2.1242966,0,36,58,36.754468,56.66262,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/07/16/National-Politics/Polling/question_18935.xml?uuid=QLWiFmnbEeeUq1sfD_RZ3w,49973,78537,7/16/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/11/2017,7/12/2017,Ipsos,B-,1296,a,.36081766,0,44,53,44.998861,51.706357,"","",https://www.ipsos.com/sites/default/files/2017-07/2017%20Reuters%20Tracking%20-%20DOE%20Recontact%20Poll%207%2014%202017.pdf,57766,93807,3/26/2019,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/11/2017,7/14/2017,Gallup,B,1500,a,.24726836,0,38,57,38.72415,55.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49971,78534,7/15/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/11/2017,7/15/2017,Ipsos,B-,1522,a,.08553302,0,40.2,55.9,41.198861,54.606357,"",T,http://polling.reuters.com/#poll/CP3_2/,49983,78553,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/13/2017,7/15/2017,Morning Consult,B/C,2201,a,.57030799,0,43,51,42.053321,52.014109,"","",https://morningconsult.com/wp-content/uploads/2017/07/170705_crosstabs_Brands_v1_AP.pdf,49989,92605,1/9/2019,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/13/2017,7/15/2017,Gallup,B,1500,a,.16380825,0,38,56,38.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49972,78535,7/16/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/12/2017,7/16/2017,Ipsos,B-,1496,a,.08487236,0,40.2,56,41.198861,54.706357,"",T,http://polling.reuters.com/#poll/CP3_2/,49982,78552,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/12/2017,7/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07375574,0,43,57,37.568608,58.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49975,78539,7/17/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/14/2017,7/16/2017,Zogby Analytics,C+,856,lv,.8776009,0,42,54,39.029369,55.686828,"","",https://zogbyanalytics.com/news/780-the-zogby-poll-trump-approval-steady-at-42,50006,78590,7/24/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/13/2017,7/16/2017,Monmouth University,A+,800,a,1.7898197,0,39,52,39.183104,53.421942,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NJ_071717/,49977,78541,7/17/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/13/2017,7/17/2017,Ipsos,B-,1474,a,.08434006,0,37.7,58.1,38.698861,56.806357,"",T,http://polling.reuters.com/#poll/CP3_2/,49981,78551,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/13/2017,7/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21990531,0,43,57,37.568608,58.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49978,78543,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/14/2017,7/16/2017,Gallup,B,1500,a,.16333396,0,39,56,39.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49976,78540,7/17/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/14/2017,7/18/2017,Ipsos,B-,1473,a,.08471619,0,37.6,58.1,38.598861,56.806357,"",T,http://polling.reuters.com/#poll/CP3_2/,49997,78577,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/14/2017,7/17/2017,Public Policy Polling,B,836,rv,1.1867557,0,41,55,40.514342,55.183838,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,49979,78544,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/13/2017,7/19/2017,icitizen,"",903,a,.33298989,0,33,66,34.782022,60.104836,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50966,80607,2/28/2018,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/15/2017,7/17/2017,Gallup,B,1500,a,.16299912,0,38,56,38.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49980,78546,7/18/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/16/2017,7/18/2017,Fox News,A-,1020,rv,1.6975993,0,41,53,39.080418,53.526436,"","",http://www.foxnews.com/politics/interactive/2017/07/19/fox-news-poll-july-19-2017.html,49990,78567,7/19/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/16/2017,7/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1219512,0,42,58,36.568608,59.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49986,78560,7/19/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/15/2017,7/18/2017,YouGov,B,1500,a,.80085184,0,38,54,38.874327,56.14099,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,49987,78561,7/19/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/15/2017,7/19/2017,Ipsos,B-,1505,a,.08663348,0,38.3,56.5,39.298861,55.206357,"",T,http://polling.reuters.com/#poll/CP3_2/,49996,78576,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/14/2017,7/20/2017,SurveyMonkey,D-,8382,a,.20511313,0,42,57,39.475655,56.126953,"","",https://drive.google.com/file/d/0BztOs71zt1WpU2czTHoyREpORXM/view,49999,78582,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/16/2017,7/18/2017,Gallup,B,1500,a,.16239411,0,37,57,37.72415,55.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49988,78564,7/19/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/17/2017,7/19/2017,Gallup,B,1500,a,.16179422,0,36,59,36.72415,57.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49992,78569,7/20/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/16/2017,7/20/2017,Ipsos,B-,1544,a,.0885715,0,38.3,55.6,39.298861,54.306357,"",T,http://polling.reuters.com/#poll/CP3_2/,49995,78575,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/17/2017,7/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12236712,0,43,57,37.568608,58.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49991,78568,7/20/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/17/2017,7/19/2017,SurveyUSA,A,1250,a,2.2174,0,44,51,43.299316,51.477583,"","",http://www.imediaethics.org/topline-methodology-statement-for-usa-todayimediaethics-poll/,50004,78588,7/24/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/17/2017,7/21/2017,Ipsos,B-,1574,a,.08959564,0,38,54.9,38.998861,53.606357,"",T,http://polling.reuters.com/#poll/CP3_2/,50013,78605,7/25/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/17/2017,7/20/2017,American Research Group,B,1100,a,1.3950065,0,35,57,37.142648,54.208168,"","",http://americanresearchgroup.com/economy/,49998,78581,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/18/2017,7/20/2017,Gallup,B,1500,a,.16119937,0,37,58,37.72415,56.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49994,78571,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/18/2017,7/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12255205,0,43,57,37.568608,58.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49993,78570,7/21/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/18/2017,7/22/2017,Ipsos,B-,1585,a,.08927195,0,36.8,55.1,37.798861,53.806357,"",T,http://polling.reuters.com/#poll/CP3_2/,50012,78604,7/25/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/19/2017,7/21/2017,Gallup,B,1500,a,.1606095,0,38,57,38.72415,55.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50001,78585,7/22/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/20/2017,7/22/2017,Gallup,B,1500,a,.16002455,0,39,55,39.72415,53.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50002,78586,7/23/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/19/2017,7/23/2017,Ipsos,B-,1536,a,.08554555,0,36.3,55.7,37.298861,54.406357,"",T,http://polling.reuters.com/#poll/CP3_2/,50011,78603,7/25/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/19/2017,7/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07354139,0,44,56,38.568608,57.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50003,78587,7/24/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/20/2017,7/24/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21926395,0,42,58,36.568608,59.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50007,78591,7/25/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/21/2017,7/23/2017,Gallup,B,1500,a,.15944444,0,37,58,37.72415,56.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50005,78589,7/24/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/20/2017,7/24/2017,Ipsos,B-,1541,a,.08484583,0,35.1,58.3,36.098861,57.006357,"",T,http://polling.reuters.com/#poll/CP3_2/,50010,78602,7/25/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/19/2017,7/24/2017,Harris Poll,C,2032,rv,1.1972287,0,44,56,39.635425,55.364745,"","",http://harvardharrispoll.com/wp-content/uploads/2017/07/Crosstabs-HCAPS_July-Wave_Topline-Memo_Registered-Voters_Custom-Banners....pdf,50030,78630,7/31/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/20/2017,7/24/2017,Morning Consult,B/C,1996,a,.52666601,0,44,52,43.053321,53.014109,"","",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_BRANDS_v1_TB.pdf,50008,92606,1/9/2019,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/22/2017,7/24/2017,Gallup,B,1500,a,.15938289,0,36,59,36.72415,57.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50009,78593,7/25/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/20/2017,7/26/2017,icitizen,"",1118,a,.49612252,0,31,68,32.782022,62.104836,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50965,80606,2/28/2018,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/21/2017,7/25/2017,Ipsos,B-,1532,a,.0833777,0,35.2,59.1,36.198861,57.806357,"",T,http://polling.reuters.com/#poll/CP3_2/,50024,78620,7/28/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/22/2017,7/26/2017,Ipsos,B-,1513,a,.080569,0,35.7,59.3,36.698861,58.006357,"",T,http://polling.reuters.com/#poll/CP3_2/,50023,78619,7/28/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/21/2017,7/27/2017,SurveyMonkey,D-,8382,a,.21746345,0,39,58,36.475655,57.126953,"","",https://drive.google.com/file/d/0BztOs71zt1Wpdk5GVXBhVEpKU2s/view,50025,78624,7/28/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/23/2017,7/25/2017,Gallup,B,1500,a,.15945267,0,37,58,37.72415,56.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50015,78610,7/26/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/23/2017,7/25/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12148315,0,43,57,37.568608,58.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50017,78612,7/27/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/23/2017,7/25/2017,YouGov,B,1500,a,.80639472,0,39,51,39.874327,53.14099,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78606,7/26/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/24/2017,7/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12193734,0,41,59,35.568608,60.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50018,78613,7/27/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/24/2017,7/26/2017,Gallup,B,1500,a,.15935753,0,39,55,39.72415,53.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50019,78615,7/27/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/23/2017,7/27/2017,Ipsos,B-,2190,a,.1141761,0,37.7,57.9,38.698861,56.606357,"",T,http://polling.reuters.com/#poll/CP3_2/,50022,78618,7/28/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/25/2017,7/27/2017,Gallup,B,1500,a,.159286,0,39,54,39.72415,52.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50021,78617,7/28/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/21/2017,7/31/2017,Gravis Marketing,C,1917,a,1.2278718,0,44,54,42.898752,54.919598,"","",http://orlando-politics.com/2017/08/11/new-poll-donald-trump-twice-as-popular-as-mitch-mcconnell/amp/,50080,78707,8/12/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/25/2017,7/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12216054,0,41,59,35.568608,60.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50020,78616,7/28/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/24/2017,7/28/2017,Ipsos,B-,3412,a,.17466606,0,36.6,58.9,37.598861,57.606357,"",T,http://polling.reuters.com/#poll/CP3_2/,50038,78638,8/1/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/26/2017,7/28/2017,Gallup,B,1500,a,.15916794,0,39,56,39.72415,54.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50026,78626,7/29/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/25/2017,7/29/2017,Ipsos,B-,3709,a,.18767988,0,36.8,58.6,37.798861,57.306357,"",T,http://polling.reuters.com/#poll/CP3_2/,50037,78637,8/1/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/27/2017,7/29/2017,Gallup,B,1500,a,.15905022,0,38,57,38.72415,55.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50027,78627,7/30/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/27/2017,7/29/2017,Morning Consult,B/C,1972,rv,.52004114,0,43,53,42.053321,54.014109,"","",http://www.politico.com/f/?id=0000015d-9a1e-da7a-a5df-dbbe5f4a0001,50032,78632,7/31/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/26/2017,7/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07335235,0,39,61,33.568608,62.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_jul31,50028,78628,7/31/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/26/2017,7/30/2017,Ipsos,B-,3731,a,.1879469,0,37,58.5,37.998861,57.206357,"",T,http://polling.reuters.com/#poll/CP3_2/,50036,78636,8/1/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/28/2017,7/30/2017,Gallup,B,1500,a,.15893286,0,37,59,37.72415,57.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50029,78629,7/31/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/27/2017,7/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21876593,0,39,61,33.568608,62.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50033,78633,8/1/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/27/2017,7/31/2017,Ipsos,B-,3797,a,.19172606,0,37.1,58.5,38.098861,57.206357,"",T,http://polling.reuters.com/#poll/CP3_2/,50035,78635,8/1/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/29/2017,7/31/2017,Gallup,B,1500,a,.15881584,0,37,59,37.72415,57.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50034,78634,8/1/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/28/2017,8/1/2017,Ipsos,B-,3132,a,.15966719,0,37.1,58.7,38.098861,57.406357,"",T,http://polling.reuters.com/#poll/CP3_2/,50052,78664,8/6/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/27/2017,8/1/2017,Quinnipiac University,B+,1125,rv,1.4158161,0,33,61,34.597496,59.827381,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2476,50042,78649,8/2/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/28/2017,8/3/2017,SurveyMonkey,D-,12173,a,.26892461,0,39,59,36.475655,58.126953,"","",https://drive.google.com/file/d/0B83Vpfes67zfYkhzcmxxdUNpcFU/view,50047,78655,8/4/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/30/2017,8/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12139562,0,38,62,32.568608,63.364762,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50039,78643,8/2/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/29/2017,8/2/2017,Ipsos,B-,2016,a,.10431446,0,37.5,57.7,38.498861,56.406357,"",T,http://polling.reuters.com/#poll/CP3_2/,50051,78663,8/6/2017,18:09:38 18 Jun 2020
Donald Trump,All polls,6/18/2020,7/30/2017,8/1/2017,Gallup,B,1500,a,.15869916,0,36,60,36.72415,58.609159,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50041,78648,8/2/2017,18:09:38 18 Jun 2020
